SubImage Number,Class Name,RelativeOriginX2Absolute,RelativeOriginY2Absolute,Ymin,Xmin,Ymax,Xmax,cX,cY,Conversion X,ConversionY
subImage_13,channel,1904,0,0.015228202,0.11763628,0.09074048,0.14334573,1929.220546,69.55170481,15.43376437,0.528737982
subImage_13,channel,1904,0,0.49080938,0.11397302,0.5718115,0.14166467,2156.903769,68.1274445,17.25523015,0.517910634
subImage_13,channel,1904,0,0.48865825,0.5679948,0.56270623,0.5929095,2154.224747,309.3809928,17.23379797,2.351940649
subImage_13,channel,1904,0,0.65899974,0.71725696,0.7388963,0.7350216,2236.69926,387.0322348,17.89359408,2.942252002
subImage_13,channel,1904,0,0.009077263,0.2679309,0.09751305,0.3057577,1929.368494,152.888011,15.43494796,1.162267677
subImage_14,channel,1904,533,0.20270796,0.7718285,0.26425597,0.79598486,2015.137416,950.8222543,16.12109933,7.228231733
subImage_14,channel,1904,533,0.8380904,0.9179997,0.90641826,0.94217294,2319.193067,1028.736006,18.55354453,7.820538706
subImage_14,channel,1904,533,0.666264,0.4690795,0.72476536,0.4905463,2235.064987,788.7402705,17.8805199,5.996070693
subImage_14,channel,1904,533,0.5183734,0.92301255,0.58542687,0.9413001,2166.704471,1029.839321,17.33363577,7.828926201
subImage_14,channel,1904,533,0.8234724,0.16727199,0.8898397,0.18692707,2311.768277,627.3940473,18.49414622,4.769502966
subImage_14,channel,1904,533,0.6582013,0.16657244,0.72771645,0.18693435,2233.848418,627.2095592,17.87078734,4.768100471
subImage_14,channel,1904,533,0.19567885,0.92132723,0.2735601,0.9444071,2015.678871,1030.218201,16.12543096,7.831806482
subImage_14,channel,1904,533,0.35027736,0.31661895,0.41869146,0.33549494,2087.014579,706.7883503,16.69611663,5.373065217
subImage_14,channel,1904,533,0.3659152,0.92281383,0.42849514,0.94401777,2093.069663,1030.510622,16.7445573,7.834029486
subImage_14,channel,1904,533,0.024299813,0.3194139,0.10208953,0.34499496,1934.080664,710.0649619,15.47264531,5.397974298
subImage_14,channel,1904,533,0.18592834,0.017305156,0.25523123,0.040183466,2008.995979,548.3207178,16.07196783,4.168380783
subImage_14,channel,1904,533,0.66279876,0.3167567,0.73848706,0.33648401,2237.506027,707.0886493,17.90004821,5.375348116
subImage_14,channel,1904,533,0.8248142,0.014169534,0.8942217,0.039818063,2313.13055,547.3876946,18.5050444,4.161287861
subImage_14,channel,1904,533,0.014154584,0.7718393,0.111591645,0.79597217,1933.927602,950.8217618,15.47142082,7.22822799
subImage_14,channel,1904,533,0.8318545,0.6171158,0.8989296,0.6385916,2315.92662,867.6460176,18.52741296,6.5959189
subImage_14,channel,1904,533,0.179315,0.1673422,0.24298,0.18990788,2004.506211,628.2071462,16.03604969,4.775684213
subImage_14,channel,1904,533,0.028674126,0.61918944,0.10954493,0.6433563,1936.896136,869.4684462,15.49516909,6.609773158
subImage_14,channel,1904,533,0.18060417,0.46742317,0.24577062,0.493081,2005.477201,788.9743624,16.04381761,5.997850279
subImage_14,channel,1904,533,0.512982,0.3179735,0.5824267,0.33516312,2164.70728,707.0609068,17.31765824,5.375137215
subImage_14,channel,1904,533,0.338532,0.16443539,0.41097552,0.18865305,2082.382789,627.0980689,16.65906231,4.767252913
subImage_14,channel,1904,533,0.03522439,0.020755516,0.10045127,0.040932495,1936.290806,549.4398551,15.49032645,4.176888559
subImage_14,channel,1904,533,0.6852225,0.61926883,0.7422688,0.6400779,2243.742931,868.6159018,17.94994345,6.603292043
subImage_14,channel,1904,533,0.018367313,0.46767554,0.09730594,0.49789554,1931.530234,790.3246917,15.45224187,6.008115597
subImage_14,channel,1904,533,0.8314551,0.7684469,0.90309554,0.7919626,2316.823056,948.849144,18.53458445,7.213231981
subImage_14,channel,1904,533,0.82751137,0.31700683,0.8925182,0.33629653,2313.367043,707.1053441,18.50693634,5.375475031
subImage_14,channel,1904,533,0.024444018,0.9242568,0.11767812,0.9477451,1937.825069,1031.888503,15.50260055,7.844504256
subImage_14,channel,1904,533,0.5098307,0.6222261,0.5745601,0.63880736,2162.085015,869.0654212,17.29668012,6.606709327
subImage_14,channel,1904,533,0.51066273,0.7712326,0.5801469,0.79414207,2163.612695,950.1723502,17.30890156,7.223291107
subImage_14,channel,1904,533,0.50714123,0.018234683,0.57486063,0.038104836,2161.516444,548.0144818,17.29213155,4.166052751
subImage_14,channel,1904,533,0.3527513,0.01951515,0.4191264,0.03595094,2087.706894,547.7817128,16.70165515,4.164283221
subImage_14,channel,1904,533,0.50578165,0.47079024,0.5730068,0.4885162,2160.751653,788.6551686,17.28601323,5.99542374
subImage_14,channel,1904,533,0.19199525,0.31915447,0.25694376,0.33789834,2010.847484,708.1045752,16.08677988,5.383071271
subImage_14,channel,1904,533,0.19240683,0.62094647,0.2591567,0.6472832,2011.472122,870.9832053,16.09177697,6.621288485
subImage_14,channel,1904,533,0.6885125,0.9246729,0.7477562,0.940436,2245.831948,1030.051524,17.96665558,7.830539386
subImage_14,channel,1904,533,0.49938092,0.16794735,0.5685012,0.18825433,2158.155938,627.9277473,17.2652475,4.773560199
subImage_16,channel,2380,0,0.1292242,0.26468235,0.20312874,0.28883684,2459.099999,147.512864,19.67279999,1.121405352
subImage_16,channel,2380,0,0.29011947,0.11333298,0.36058572,0.1389974,2534.867835,67.24604764,20.27894268,0.51121018
subImage_16,channel,2380,0,0.2928971,0.26052403,0.36328405,0.29139873,2536.171115,147.0874178,20.28936892,1.118171073
subImage_16,channel,2380,0,0.75116897,0.41051278,0.8247831,0.43869588,2755.076589,226.314106,22.04061271,1.720459103
subImage_16,channel,2380,0,0.123596065,0.114082776,0.2023519,0.13852456,2457.575615,67.31985561,19.66060492,0.511771274
subImage_16,channel,2380,0,0.77062035,0.26104397,0.8489653,0.2836416,2765.461381,145.158705,22.12369105,1.103508835
subImage_16,channel,2380,0,0.61362815,0.7137207,0.68292695,0.732566,2688.580114,385.4353998,21.50864091,2.930112726
subImage_16,channel,2380,0,0.2850346,0.5657841,0.3489293,0.58868194,2530.883404,307.6651978,20.24706723,2.338897029
subImage_16,channel,2380,0,0.7652866,0.11099238,0.843587,0.13512087,2762.911918,65.58918064,22.10329535,0.498614536
subImage_16,channel,2380,0,0.60161287,0.11338984,0.67776084,0.13437548,2684.490942,66.02945912,21.47592754,0.50196157
subImage_16,channel,2380,0,0.44269863,0.5625536,0.5207474,0.589296,2609.30016,306.9679098,20.87440128,2.333596187
subImage_16,channel,2380,0,0.44542196,0.1134939,0.52020854,0.136127,2609.820059,66.52396775,20.87856047,0.505720867
subImage_16,channel,2380,0,0.77252406,0.5616255,0.83837706,0.5826155,2763.394466,304.9402199,22.10715573,2.318181516
subImage_16,channel,2380,0,0.42923275,0.41243446,0.5079404,0.43794823,2603.047212,226.6269857,20.82437769,1.722837641
subImage_16,channel,2380,0,0.13924675,0.8642187,0.21189645,0.8866525,2463.572081,466.6071858,19.70857665,3.547187555
subImage_16,channel,2380,0,0.608097,0.5646992,0.68551666,0.5871301,2687.880054,306.9625091,21.50304043,2.33355513
subImage_16,channel,2380,0,0.115485854,0.4156199,0.186783,0.4377831,2451.939988,227.4319,19.6155199,1.728956668
subImage_16,channel,2380,0,0.46311978,0.8649857,0.52657986,0.8876611,2615.548512,467.0803732,20.9243881,3.550784766
subImage_16,channel,2380,0,0.77636915,0.8644661,0.8529398,0.8890011,2767.775527,467.2989935,22.14220422,3.552446736
subImage_16,channel,2380,0,0.30444837,0.8652498,0.37169573,0.88504624,2540.922294,466.453899,20.32737835,3.546022256
subImage_16,channel,2380,0,0.7801196,0.71251494,0.84191304,0.728991,2766.043769,384.1613247,22.12835015,2.920427099
subImage_16,channel,2380,0,0.004383393,0.8645338,0.0540094,0.8913947,2393.897485,467.9549337,19.15117988,3.557433249
subImage_16,channel,2380,0,0.9213267,0.5618823,0.9903925,0.58575445,2834.98917,305.8451995,22.67991336,2.325061247
subImage_16,channel,2380,0,0.122748025,0.5687869,0.19735272,0.58988106,2456.183978,308.7850171,19.64947182,2.347409991
subImage_16,channel,2380,0,0.9330353,0.2614213,1,0.2855603,2840.062405,145.7705972,22.72049924,1.108160491
subImage_16,channel,2380,0,0.000906309,0.714551,0.044506405,0.73724765,2390.808226,386.9043317,19.12646581,2.941279672
subImage_16,channel,2380,0,0.2935428,0.71488297,0.36020666,0.7339198,2535.592373,386.105938,20.28473898,2.935210215
subImage_16,channel,2380,0,0.6114148,0.26289964,0.6841669,0.28318968,2688.348444,145.5328041,21.50678755,1.106352768
subImage_16,channel,2380,0,0.939662,0.8627644,1,0.8856402,2841.639551,465.9498318,22.73311641,3.542190294
subImage_16,channel,2380,0,0.13730837,0.716136,0.20164818,0.73430187,2460.671659,386.5416854,19.68537327,2.938522804
subImage_16,channel,2380,0,0.6135888,0.8650417,0.6971324,0.88286376,2691.95165,465.8167979,21.5356132,3.541178959
subImage_16,channel,2380,0,0.000954245,0.26296392,0.047053885,0.29311243,2391.425935,148.1943467,19.13140748,1.126586041
subImage_17,channel,2380,533,0.3161341,0.91605157,0.38290554,0.94235075,2546.371434,1028.264216,20.37097147,7.816952121
subImage_17,channel,2380,533,0.47697094,0.7666895,0.5335304,0.7908796,2620.499322,948.0921616,20.96399458,7.207477336
subImage_17,channel,2380,533,0.63737905,0.9161269,0.7028689,0.9375701,2698.979007,1027.010251,21.59183206,7.807419371
subImage_17,channel,2380,533,0.6363497,0.312421,0.6932657,0.3337081,2696.448454,705.1934056,21.57158764,5.360940312
subImage_17,channel,2380,533,0.6351046,0.7660361,0.69928753,0.788643,2697.585327,947.321979,21.58068262,7.201622343
subImage_17,channel,2380,533,0.77587265,0.46211445,0.84119,0.4836569,2764.860906,785.0480691,22.11888724,5.968002263
subImage_17,channel,2380,533,0.30597025,0.76598364,0.3798148,0.788439,2543.216843,947.2536274,20.34573475,7.201102728
subImage_17,channel,2380,533,0.15343742,0.91703326,0.2214784,0.94515884,2469.229966,1029.274193,19.75383973,7.824630052
subImage_17,channel,2380,533,0.79528004,0.7645867,0.8564317,0.7885729,2773.107399,946.9170319,22.18485919,7.198543901
subImage_17,channel,2380,533,0.47718343,0.9177768,0.543363,0.93615067,2622.890045,1027.071677,20.98312036,7.807886336
subImage_17,channel,2380,533,0.2939429,0.46557617,0.36165306,0.48672703,2536.031838,786.7888031,20.2882547,5.981235471
subImage_17,channel,2380,533,0.46910894,0.6155857,0.5360453,0.6360725,2619.226712,866.5669106,20.9538137,6.587715437
subImage_17,channel,2380,533,0.79580855,0.9130741,0.86346865,0.937078,2774.907974,1026.065528,22.19926379,7.800237507
subImage_17,channel,2380,533,0.45337087,0.4650432,0.5207496,0.48517573,2611.840678,786.2333411,20.89472543,5.977012802
subImage_17,channel,2380,533,0.13089117,0.4661799,0.19663277,0.48913705,2457.950699,787.5919701,19.66360559,5.987341215
subImage_17,channel,2380,533,0.7878904,0.6125384,0.8481924,0.63440835,2769.387699,865.3113094,22.15510159,6.57817025
subImage_17,channel,2380,533,0.14421296,0.76893973,0.21835564,0.78969795,2466.291327,948.3769414,19.73033062,7.209642256
subImage_17,channel,2380,533,0.77222645,0.16203164,0.8409437,0.17974584,2763.934495,624.0836967,22.11147596,4.744337399
subImage_17,channel,2380,533,0.29443312,0.16642216,0.35852984,0.18312521,2535.405183,626.1543744,20.28324146,4.760078867
subImage_17,channel,2380,533,0.62928593,0.61540097,0.70095104,0.6354083,2696.596399,866.3406657,21.57277119,6.585995504
subImage_17,channel,2380,533,0.31365812,0.61603594,0.37227532,0.63553107,2543.252159,866.5426071,20.34601727,6.58753068
subImage_17,channel,2380,533,0.79072094,0.3121399,0.85093415,0.3309536,2770.713911,704.3844168,22.16571129,5.35479031
subImage_17,channel,2380,533,0.61287886,0.1619823,0.681467,0.17959209,2688.054314,624.0295738,21.50443451,4.743925952
subImage_17,channel,2380,533,0.002152872,0.01108016,0.05153722,0.036231782,2392.778242,545.6086326,19.14222593,4.14776328
subImage_17,channel,2380,533,0.30051976,0.013409054,0.37954026,0.035396446,2541.854287,546.0066656,20.3348343,4.150789161
subImage_17,channel,2380,533,0.45822263,0.16500615,0.51848316,0.18110244,2612.455978,625.2379381,20.89964782,4.75311204
subImage_17,channel,2380,533,0.14821622,0.61694133,0.20974693,0.6373127,2465.195228,867.2587025,19.72156183,6.592974498
subImage_17,channel,2380,533,0.77868,0.012418862,0.8526654,0.034073304,2768.260217,545.3901622,22.14608174,4.146102449
subImage_17,channel,2380,533,0.4689236,0.014398755,0.534439,0.032178644,2618.800305,545.4128767,20.95040244,4.146275127
subImage_17,channel,2380,533,0.004284767,0.9191535,0.061634358,0.9443635,2395.688752,1029.627277,19.16551001,7.827314225
subImage_17,channel,2380,533,0.002623973,0.4683603,0.045500617,0.48902082,2391.453653,788.1420709,19.13162922,5.991523128
subImage_17,channel,2380,533,0.3057152,0.31446373,0.36910027,0.33498958,2540.606083,706.0793077,20.32484867,5.367675015
subImage_17,channel,2380,533,0.9537838,0.91635185,1,0.9373114,2845.000547,1027.00126,22.76000437,7.807351023
subImage_17,channel,2380,533,0.4712788,0.3149281,0.53168947,0.33327225,2618.706444,705.7453967,20.94965155,5.365136595
subImage_17,channel,2380,533,0.001154259,0.16492362,0.039725367,0.18397722,2389.729351,625.9820738,19.11783481,4.758769023
subImage_17,channel,2380,533,0.00572468,0.31447768,0.053123184,0.3327868,2394.005791,705.4959841,19.15204633,5.363240539
subImage_17,channel,2380,533,0.004848144,0.766989,0.064176634,0.7963697,2396.427897,949.6350841,19.17142318,7.219206764
subImage_17,channel,2380,533,0.6137555,0.4633204,0.68114597,0.4844212,2688.186555,785.5731358,21.50549244,5.971993865
subImage_19,channel,2856,0,0.5591455,0.5575129,0.631515,0.5853579,3139.377208,304.5750639,25.11501766,2.315405568
subImage_19,channel,2856,0,0.8637823,0.5555927,0.9459873,0.5799644,3286.725158,302.6259712,26.29380126,2.300588399
subImage_19,channel,2856,0,0.8542608,0.40663314,0.92982656,0.4304552,3280.612792,223.0840443,26.24490233,1.695903899
subImage_19,channel,2856,0,0.5583091,0.10861493,0.62835515,0.13178687,3138.426085,64.0670789,25.10740868,0.487043389
subImage_19,channel,2856,0,0.7171092,0.5554072,0.7897344,0.58445126,3214.628783,303.7722861,25.71703026,2.309302783
subImage_19,channel,2856,0,0.2554721,0.85915923,0.3304023,0.88394266,2995.438109,464.536655,23.96350487,3.531447203
subImage_19,channel,2856,0,0.73488003,0.25818887,0.80027634,0.2798733,3221.367216,143.3935723,25.77093773,1.090090146
subImage_19,channel,2856,0,0.25041404,0.26071715,0.31564364,0.2798398,2990.721728,144.0584318,23.92577383,1.095144464
subImage_19,channel,2856,0,0.41351318,0.85896355,0.48674643,0.88199675,3070.261788,463.9659199,24.56209431,3.527108427
subImage_19,channel,2856,0,0.39976153,0.5591371,0.47158834,0.5847118,3063.381269,304.8357308,24.50705015,2.31738718
subImage_19,channel,2856,0,0.8927534,0.8553397,0.97625196,0.8840311,3300.823281,463.5423243,26.40658625,3.523888217
subImage_19,channel,2856,0,0.7202644,0.10694069,0.7907777,0.12853234,3215.62801,62.75356033,25.72502408,0.477057909
subImage_19,channel,2856,0,0.09493156,0.8639531,0.17269532,0.8856537,2919.695198,466.270209,23.35756158,3.544625829
subImage_19,channel,2856,0,0.5701124,0.2567962,0.6374713,0.27764913,3143.404927,142.4296845,25.14723941,1.082762589
subImage_19,channel,2856,0,0.24073398,0.10889206,0.30954653,0.13420917,2986.966762,64.78647826,23.89573409,0.492512324
subImage_19,channel,2856,0,0.2384777,0.55986434,0.30758905,0.58016044,2985.963889,303.8166042,23.88771111,2.309639693
subImage_19,channel,2856,0,0.081040144,0.56097335,0.15762642,0.5847458,2912.802642,305.334159,23.30242114,2.321176274
subImage_19,channel,2856,0,0.5430117,0.40957436,0.6176646,0.43070218,3132.24096,223.9336977,25.05792768,1.702363037
subImage_19,channel,2856,0,0.2531358,0.71023834,0.31584793,0.7307154,2991.418129,384.0141695,23.93134503,2.919308412
subImage_19,channel,2856,0,0.38897392,0.40939775,0.46413916,0.431079,3059.040914,223.9870542,24.47232731,1.702768657
subImage_19,channel,2856,0,0.73891,0.8580984,0.80692357,0.88067967,3223.908394,463.3843516,25.79126715,3.522687295
subImage_19,channel,2856,0,0.09407626,0.26244003,0.16056623,0.2807308,2916.604912,144.7550287,23.33283929,1.100440053
subImage_19,channel,2856,0,0.06233066,0.40944034,0.13312857,0.43489355,2902.519296,225.0149809,23.22015437,1.710583043
subImage_19,channel,2856,0,0.40492108,0.25678706,0.48864397,0.2856772,3068.668484,144.5667243,24.54934787,1.099008547
subImage_19,channel,2856,0,0.7340353,0.7076591,0.7983763,0.7299899,3220.713969,383.1334616,25.76571175,2.912613196
subImage_19,channel,2856,0,0.57743376,0.85950595,0.6466768,0.87872565,3147.338309,463.2387212,25.17870648,3.5215802
subImage_19,channel,2856,0,0.70955884,0.40852517,0.7727331,0.42879426,3208.785481,223.1456291,25.67028385,1.696372072
subImage_19,channel,2856,0,0.5701954,0.70877916,0.63907397,0.72700125,3143.806104,382.6354782,25.15044883,2.908827484
subImage_19,channel,2856,0,0.8759492,0.7073878,0.9491375,0.7278437,3290.370638,382.4891966,26.3229651,2.907715439
subImage_20,channel,2856,533,0.5889972,0.9117319,0.6572106,0.9346854,3152.59745,1025.070213,25.2207796,7.792671034
subImage_20,channel,2856,533,0.58326703,0.75926185,0.65941477,0.78353506,3151.758269,944.1553765,25.21406615,7.17754956
subImage_20,channel,2856,533,0.9045046,0.90841514,0.97855026,0.9328118,3304.167055,1023.686978,26.43333644,7.782155569
subImage_20,channel,2856,533,0.2655355,0.7618603,0.33597264,0.78581214,2999.158937,945.4547081,23.9932715,7.18742719
subImage_20,channel,2856,533,0.43006968,0.61091,0.4896927,0.6294124,3074.903445,863.5459225,24.59922756,6.564749628
subImage_20,channel,2856,533,0.7447447,0.76007706,0.8163081,0.78333235,3227.530566,944.318607,25.82024453,7.178790453
subImage_20,channel,2856,533,0.90099156,0.75908136,0.9725526,0.7852225,3301.903509,944.5569719,26.41522807,7.180602523
subImage_20,channel,2856,533,0.42356178,0.91184735,0.4952674,0.9365854,3074.681343,1025.607336,24.59745075,7.79675429
subImage_20,channel,2856,533,0.5719826,0.45975664,0.6365852,0.4794165,3143.639136,783.2896397,25.14911309,5.954634533
subImage_20,channel,2856,533,0.5665521,0.15674913,0.6322389,0.17514722,3141.312264,621.4503772,25.13049812,4.72431868
subImage_20,channel,2856,533,0.2640393,0.61126155,0.32704693,0.6293018,2996.678525,863.6101283,23.9734282,6.565237726
subImage_20,channel,2856,533,0.10665327,0.762521,0.17542788,0.7873172,2923.135315,946.0318923,23.38508252,7.191814993
subImage_20,channel,2856,533,0.58180267,0.60748726,0.65263605,0.6287918,3149.796415,862.4683723,25.19837132,6.556557999
subImage_20,channel,2856,533,0.4233308,0.76322305,0.4911324,0.7847718,3073.642247,945.5406281,24.58913797,7.188080361
subImage_20,channel,2856,533,0.258612,0.009418555,0.3312088,0.031216072,2996.377351,543.829128,23.97101881,4.134235334
subImage_20,channel,2856,533,0.26796144,0.91427606,0.33204353,0.93278056,2998.801183,1025.240591,23.99040946,7.793966266
subImage_20,channel,2856,533,0.26181403,0.30776918,0.3233122,0.3318328,2995.260041,703.4539265,23.96208033,5.347716644
subImage_20,channel,2856,533,0.7423072,0.60940045,0.81033045,0.62738615,3225.527758,862.6036299,25.80422206,6.55758624
subImage_20,channel,2856,533,0.07806519,0.16052261,0.1560724,0.17973419,2911.724744,623.6784359,23.29379795,4.741256572
subImage_20,channel,2856,533,0.23954992,0.45875916,0.30724484,0.4826119,2986.137152,783.8753857,23.88909722,5.959087424
subImage_20,channel,2856,533,0.088396825,0.46118954,0.1598847,0.48775,2915.091004,785.8923853,23.32072804,5.974420826
subImage_20,channel,2856,533,0.869721,0.45722085,0.950006,0.4789646,3289.095027,782.4934223,26.31276021,5.94858162
subImage_20,channel,2856,533,0.09223788,0.007643773,0.16583227,0.03056153,2917.420695,543.1817129,23.33936556,4.12931363
subImage_20,channel,2856,533,0.11238531,0.9154012,0.17725746,0.9338483,2924.93498,1025.825003,23.39947984,7.798409014
subImage_20,channel,2856,533,0.73850834,0.006620753,0.8159654,0.031378906,3225.964754,543.1269091,25.80771803,4.128897006
subImage_20,channel,2856,533,0.099217236,0.6133754,0.16381413,0.6319846,2918.601465,864.8884445,23.34881172,6.574955594
subImage_20,channel,2856,533,0.24824229,0.15715191,0.30883595,0.17668165,2988.584622,621.9666438,23.90867697,4.728243383
subImage_20,channel,2856,533,0.894298,0.006716855,0.9694327,0.03203438,3299.567913,543.3272037,26.39654331,4.130419663
subImage_20,channel,2856,533,0.74785274,0.9114781,0.82154864,0.9288023,3229.517529,1023.43473,25.83614023,7.780237958
subImage_20,channel,2856,533,0.7403571,0.30763417,0.8035428,0.3262702,3223.448175,701.935514,25.7875854,5.336173542
subImage_20,channel,2856,533,0.39777863,0.15798835,0.47090983,0.1771902,3062.747854,622.3250847,24.50198284,4.73096828
subImage_20,channel,2856,533,0.88238925,0.15703084,0.9455539,0.17499731,3291.050469,621.4855021,26.32840375,4.724585703
subImage_20,channel,2856,533,0.41531855,0.009698168,0.4909745,0.029485164,3071.697742,543.4423581,24.57358194,4.131295077
subImage_20,channel,2856,533,0.4055115,0.46136078,0.477841,0.47768998,3066.237892,783.2570286,24.52990314,5.95438662
subImage_20,channel,2856,533,0.57986176,0.007325917,0.65065503,0.028690625,3148.862996,542.5984084,25.19090397,4.1248793
subImage_20,channel,2856,533,0.7240413,0.45990947,0.79356533,0.47763807,3217.190375,782.856418,25.737523,5.951341145
subImage_22,channel,3332,0,0.5082683,0.10143876,0.58169705,0.12831765,3591.411752,61.23008457,28.73129401,0.465476316
subImage_22,channel,3332,0,0.6598517,0.5534309,0.73763305,0.57579863,3664.601363,300.9396739,29.31681091,2.287769024
subImage_22,channel,3332,0,0.50456053,0.5517942,0.58431137,0.5774826,3591.151511,300.9522545,28.72921209,2.287864663
subImage_22,channel,3332,0,0.18716343,0.55389774,0.25743273,0.5800452,3437.813885,302.1957993,27.50251108,2.297318196
subImage_22,channel,3332,0,0.8172463,0.10052587,0.89630413,0.1248598,3739.825007,60.06528195,29.91860005,0.456621388
subImage_22,channel,3332,0,0.369424,0.8549126,0.44586167,0.8776786,3526.037985,461.7355421,28.20830388,3.510152904
subImage_22,channel,3332,0,0.3474405,0.5535022,0.42004132,0.57672983,3514.660676,301.2068376,28.11728541,2.289800025
subImage_22,channel,3332,0,0.8198173,0.5507217,0.9021393,0.57601,3741.825673,300.2739964,29.93460539,2.282708487
subImage_22,channel,3332,0,0.8169533,0.39854965,0.8884835,0.42862758,3737.893965,220.4427309,29.90315172,1.675824409
subImage_22,channel,3332,0,0.33772516,0.40472686,0.4133185,0.4268978,3510.748395,221.6279711,28.08598716,1.684834706
subImage_22,channel,3332,0,0.1789727,0.4039137,0.25095275,0.42995298,3434.322259,222.2254717,27.47457807,1.689376957
subImage_22,channel,3332,0,0.19114675,0.10260553,0.26157632,0.1304385,3439.748091,62.10623552,27.51798473,0.47213689
subImage_22,channel,3332,0,0.20149416,0.2538808,0.2737378,0.27454212,3445.105203,140.8247087,27.56084162,1.070561426
subImage_22,channel,3332,0,0.8307586,0.25362128,0.9062316,0.27402836,3745.403657,140.6186293,29.96322925,1.068994793
subImage_22,channel,3332,0,0.21075317,0.7045611,0.27053252,0.7219486,3446.545995,380.1648452,27.57236796,2.890045521
subImage_22,channel,3332,0,0.68777484,0.85003775,0.76632726,0.8747813,3678.0763,459.6642806,29.4246104,3.494406998
subImage_22,channel,3332,0,0.68837947,0.7016235,0.75107163,0.7224027,3674.589361,379.50298,29.39671489,2.885013966
subImage_22,channel,3332,0,0.20706695,0.8568758,0.27894068,0.87942183,3447.669816,462.7233124,27.58135853,3.517662019
subImage_22,channel,3332,0,0.050731145,0.85608184,0.11772141,0.8819008,3372.091708,463.1723711,26.97673366,3.521075801
subImage_22,channel,3332,0,0.4968463,0.40307358,0.5709698,0.42537063,3586.140234,220.7803827,28.68912187,1.678391267
subImage_22,channel,3332,0,0.043881,0.25449324,0.12342429,0.27768615,3371.818659,141.8258062,26.97454927,1.078171854
subImage_22,channel,3332,0,0.021764494,0.40521717,0.09934915,0.4310409,3360.825047,222.8627793,26.88660038,1.694221823
subImage_22,channel,3332,0,0.67248625,0.24991152,0.75175506,0.277032,3670.96943,140.430444,29.36775544,1.067564192
subImage_22,channel,3332,0,0.6654006,0.10316821,0.74229646,0.12403728,3667.031905,60.55026377,29.33625524,0.460308261
subImage_22,channel,3332,0,0.52740204,0.8551125,0.6025042,0.8783031,3600.917684,461.9552584,28.80734148,3.511823207
subImage_22,channel,3332,0,0.35080138,0.10403429,0.41908526,0.12534183,3515.233021,61.12873661,28.12186417,0.46470586
subImage_22,channel,3332,0,0.047536038,0.70333433,0.11798685,0.7239047,3371.394447,380.3592096,26.97115558,2.891523096
subImage_22,channel,3332,0,0.032814585,0.5528384,0.10532097,0.5803907,3364.876261,302.005549,26.91901009,2.295871897
subImage_22,channel,3332,0,0.3672533,0.2541353,0.42884842,0.2782816,3521.472209,141.8891065,28.17177767,1.078653069
subImage_22,channel,3332,0,0.032945205,0.10504313,0.10757261,0.12931693,3365.443239,62.45695443,26.92354591,0.474803085
subImage_23,channel,3332,533,0.5371574,0.60304385,0.6005476,0.62623155,3602.773797,860.6018955,28.82219037,6.542368884
subImage_23,channel,3332,533,0.5342497,0.7553756,0.6019355,0.7780212,3602.412084,941.6502579,28.81929668,7.158505436
subImage_23,channel,3332,533,0.21035896,0.6056047,0.27721593,0.6288692,3448.042824,861.9872901,27.58434259,6.552900772
subImage_23,channel,3332,533,0.3717932,0.30224338,0.4373171,0.32477838,3524.568255,700.101299,28.19654604,5.322229684
subImage_23,channel,3332,533,0.7004276,0.75656426,0.7664317,0.7769512,3681.112509,941.6818683,29.44890007,7.158745741
subImage_23,channel,3332,533,0.06803496,0.9073892,0.1307215,0.9289103,3379.304037,1022.373827,27.03443229,7.772172881
subImage_23,channel,3332,533,0.6891467,0.6039682,0.7635942,0.62560433,3677.752336,860.6810805,29.42201869,6.542970855
subImage_23,channel,3332,533,0.21596846,0.7551542,0.28142083,0.78541905,3450.37865,943.5627683,27.6030292,7.173044503
subImage_23,channel,3332,533,0.854309,0.75533694,0.9186089,0.77742887,3753.954466,941.4820872,30.03163573,7.157226988
subImage_23,channel,3332,533,0.220157,0.90638417,0.29025903,0.93238395,3453.479015,1023.031705,27.62783212,7.777174127
subImage_23,channel,3332,533,0.69369596,0.3020323,0.7590983,0.32325518,3677.765032,699.6391116,29.42212026,5.318716096
subImage_23,channel,3332,533,0.36499646,0.6071532,0.4382491,0.6264695,3523.172447,861.7604416,28.18537957,6.55117625
subImage_23,channel,3332,533,0.36284634,0.45485654,0.4261137,0.47661102,3519.772489,781.2361055,28.15817992,5.939023391
subImage_23,channel,3332,533,0.85367596,0.6040059,0.9137962,0.62319756,3752.658371,860.0497138,30.02126697,6.538171152
subImage_23,channel,3332,533,0.06270034,0.6062404,0.12079816,0.6289501,3375.672643,862.1782711,27.00538115,6.554352626
subImage_23,channel,3332,533,0.21226214,0.3042237,0.27718657,0.32569602,3448.488793,700.8736021,27.58791035,5.328100798
subImage_23,channel,3332,533,0.055722665,0.7567533,0.13420215,0.7808969,3377.202107,942.7837856,27.01761685,7.16712261
subImage_23,channel,3332,533,0.19605502,0.45471147,0.26492298,0.47744468,3441.712764,781.4196128,27.53370211,5.940418429
subImage_23,channel,3332,533,0.84849995,0.30237427,0.9155524,0.3217004,3751.844455,699.3158989,30.01475564,5.316259006
subImage_23,channel,3332,533,0.36973092,0.7556447,0.4408934,0.7802235,3524.928591,942.3088667,28.19942873,7.163512236
